Label,No,B4,B3,B2,B1,F1,F2,F3,F4,POSB4,POSB3,POSB2,POSB1,POSF1,POSF2,POSF3,POSF4
1,38,，,没,能,将,我,们,功,夫,x,v,v,d,r,k,n,n
0,39,没,能,将,我,们,功,夫,学,v,v,d,r,k,n,n,n
1,40,能,将,我,们,功,夫,学,好,v,d,r,k,n,n,n,a
0,41,将,我,们,功,夫,学,好,。,d,r,k,n,n,n,a,x
1,42,我,们,功,夫,学,好,。,/s,r,k,n,n,n,a,x,NAN
0,43,们,功,夫,学,好,。,/s,/s,k,n,n,n,a,x,NAN,NAN
1,44,功,夫,学,好,。,/s,/s,/s,n,n,n,a,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,但,愿,五,哥,NAN,NAN,NAN,NAN,c,v,m,n
0,1,/s,/s,/s,但,愿,五,哥,在,NAN,NAN,NAN,c,v,m,n,p
1,2,/s,/s,但,愿,五,哥,在,天,NAN,NAN,c,v,m,n,p,q
0,3,/s,但,愿,五,哥,在,天,之,NAN,c,v,m,n,p,q,u
1,4,但,愿,五,哥,在,天,之,灵,c,v,m,n,p,q,u,nr
0,5,愿,五,哥,在,天,之,灵,保,v,m,n,p,q,u,nr,v
0,6,五,哥,在,天,之,灵,保,佑,m,n,p,q,u,nr,v,zg
0,7,哥,在,天,之,灵,保,佑,，,n,p,q,u,nr,v,zg,x
1,8,在,天,之,灵,保,佑,，,后,p,q,u,nr,v,zg,x,f
0,9,天,之,灵,保,佑,，,后,年,q,u,nr,v,zg,x,f,m
1,10,之,灵,保,佑,，,后,年,嘉,u,nr,v,zg,x,f,m,nr
1,11,灵,保,佑,，,后,年,嘉,兴,nr,v,zg,x,f,m,nr,v
1,12,保,佑,，,后,年,嘉,兴,比,v,zg,x,f,m,nr,v,p
1,13,佑,，,后,年,嘉,兴,比,武,zg,x,f,m,nr,v,p,n
0,14,，,后,年,嘉,兴,比,武,之,x,f,m,nr,v,p,n,u
1,15,后,年,嘉,兴,比,武,之,时,f,m,nr,v,p,n,u,n
0,16,年,嘉,兴,比,武,之,时,，,m,nr,v,p,n,u,n,x
1,17,嘉,兴,比,武,之,时,，,不,nr,v,p,n,u,n,x,d
1,18,兴,比,武,之,时,，,不,让,v,p,n,u,n,x,d,v
1,19,比,武,之,时,，,不,让,这,p,n,u,n,x,d,v,r
1,20,武,之,时,，,不,让,这,孩,n,u,n,x,d,v,r,n
1,21,之,时,，,不,让,这,孩,子,u,n,x,d,v,r,n,ng
1,22,时,，,不,让,这,孩,子,折,n,x,d,v,r,n,ng,v
1,23,，,不,让,这,孩,子,折,了,x,d,v,r,n,ng,v,ul
0,24,不,让,这,孩,子,折,了,咱,d,v,r,n,ng,v,ul,r
1,25,让,这,孩,子,折,了,咱,们,v,r,n,ng,v,ul,r,k
1,26,这,孩,子,折,了,咱,们,江,r,n,ng,v,ul,r,k,nr
1,27,孩,子,折,了,咱,们,江,南,n,ng,v,ul,r,k,nr,ns
0,28,子,折,了,咱,们,江,南,七,ng,v,ul,r,k,nr,ns,m
1,29,折,了,咱,们,江,南,七,怪,v,ul,r,k,nr,ns,m,v
0,30,了,咱,们,江,南,七,怪,的,ul,r,k,nr,ns,m,v,uj
0,31,咱,们,江,南,七,怪,的,威,r,k,nr,ns,m,v,uj,ns
0,32,们,江,南,七,怪,的,威,风,k,nr,ns,m,v,uj,ns,n
0,33,江,南,七,怪,的,威,风,！,nr,ns,m,v,uj,ns,n,x
1,34,南,七,怪,的,威,风,！,/s,ns,m,v,uj,ns,n,x,NAN
0,35,七,怪,的,威,风,！,/s,/s,m,v,uj,ns,n,x,NAN,NAN
1,36,怪,的,威,风,！,/s,/s,/s,v,uj,ns,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,六,怪,向,居,NAN,NAN,NAN,NAN,m,v,p,v
0,1,/s,/s,/s,六,怪,向,居,江,NAN,NAN,NAN,m,v,p,v,nr
1,2,/s,/s,六,怪,向,居,江,南,NAN,NAN,m,v,p,v,nr,ns
1,3,/s,六,怪,向,居,江,南,山,NAN,m,v,p,v,nr,ns,n
1,4,六,怪,向,居,江,南,山,温,m,v,p,v,nr,ns,n,nr
0,5,怪,向,居,江,南,山,温,水,v,p,v,nr,ns,n,nr,n
1,6,向,居,江,南,山,温,水,暖,p,v,nr,ns,n,nr,n,a
1,7,居,江,南,山,温,水,暖,之,v,nr,ns,n,nr,n,a,u
0,8,江,南,山,温,水,暖,之,乡,nr,ns,n,nr,n,a,u,n
1,9,南,山,温,水,暖,之,乡,，,ns,n,nr,n,a,u,n,x
1,10,山,温,水,暖,之,乡,，,这,n,nr,n,a,u,n,x,r
1,11,温,水,暖,之,乡,，,这,番,nr,n,a,u,n,x,r,q
1,12,水,暖,之,乡,，,这,番,在,n,a,u,n,x,r,q,p
1,13,暖,之,乡,，,这,番,在,朔,a,u,n,x,r,q,p,j
0,14,之,乡,，,这,番,在,朔,风,u,n,x,r,q,p,j,n
1,15,乡,，,这,番,在,朔,风,如,n,x,r,q,p,j,n,v
1,16,，,这,番,在,朔,风,如,刀,x,r,q,p,j,n,v,n
0,17,这,番,在,朔,风,如,刀,的,r,q,p,j,n,v,n,uj
1,18,番,在,朔,风,如,刀,的,大,q,p,j,n,v,n,uj,a
0,19,在,朔,风,如,刀,的,大,漠,p,j,n,v,n,uj,a,ns
0,20,朔,风,如,刀,的,大,漠,一,j,n,v,n,uj,a,ns,m
1,21,风,如,刀,的,大,漠,一,住,n,v,n,uj,a,ns,m,v
0,22,如,刀,的,大,漠,一,住,十,v,n,uj,a,ns,m,v,m
1,23,刀,的,大,漠,一,住,十,六,n,uj,a,ns,m,v,m,m
0,24,的,大,漠,一,住,十,六,年,uj,a,ns,m,v,m,m,m
1,25,大,漠,一,住,十,六,年,，,a,ns,m,v,m,m,m,x
0,26,漠,一,住,十,六,年,，,憔,ns,m,v,m,m,m,x,a
0,27,一,住,十,六,年,，,憔,悴,m,v,m,m,m,x,a,zg
1,28,住,十,六,年,，,憔,悴,冰,v,m,m,m,x,a,zg,n
1,29,十,六,年,，,憔,悴,冰,霜,m,m,m,x,a,zg,n,n
0,30,六,年,，,憔,悴,冰,霜,，,m,m,x,a,zg,n,n,x
1,31,年,，,憔,悴,冰,霜,，,鬓,m,x,a,zg,n,n,x,n
0,32,，,憔,悴,冰,霜,，,鬓,丝,x,a,zg,n,n,x,n,m
1,33,憔,悴,冰,霜,，,鬓,丝,均,a,zg,n,n,x,n,m,d
1,34,悴,冰,霜,，,鬓,丝,均,已,zg,n,n,x,n,m,d,d
0,35,冰,霜,，,鬓,丝,均,已,星,n,n,x,n,m,d,d,n
0,36,霜,，,鬓,丝,均,已,星,星,n,x,n,m,d,d,n,n
1,37,，,鬓,丝,均,已,星,星,。,x,n,m,d,d,n,n,x
1,38,鬓,丝,均,已,星,星,。,/s,n,m,d,d,n,n,x,NAN
0,39,丝,均,已,星,星,。,/s,/s,m,d,d,n,n,x,NAN,NAN
1,40,均,已,星,星,。,/s,/s,/s,d,d,n,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,韩,小,莹,虽,NAN,NAN,NAN,NAN,j,a,nr,zg
0,1,/s,/s,/s,韩,小,莹,虽,然,NAN,NAN,NAN,j,a,nr,zg,c
0,2,/s,/s,韩,小,莹,虽,然,风,NAN,NAN,j,a,nr,zg,c,n
1,3,/s,韩,小,莹,虽,然,风,致,NAN,j,a,nr,zg,c,n,v
0,4,韩,小,莹,虽,然,风,致,不,j,a,nr,zg,c,n,v,d
1,5,小,莹,虽,然,风,致,不,减,a,nr,zg,c,n,v,d,v
0,6,莹,虽,然,风,致,不,减,，,nr,zg,c,n,v,d,v,x
1,7,虽,然,风,致,不,减,，,自,zg,c,n,v,d,v,x,p
1,8,然,风,致,不,减,，,自,亦,c,n,v,d,v,x,p,d
1,9,风,致,不,减,，,自,亦,已,n,v,d,v,x,p,d,d
1,10,致,不,减,，,自,亦,已,非,v,d,v,x,p,d,d,h
0,11,不,减,，,自,亦,已,非,当,d,v,x,p,d,d,h,t
0,12,减,，,自,亦,已,非,当,年,v,x,p,d,d,h,t,m
1,13,，,自,亦,已,非,当,年,少,x,p,d,d,h,t,m,a
1,14,自,亦,已,非,当,年,少,女,p,d,d,h,t,m,a,b
0,15,亦,已,非,当,年,少,女,朱,d,d,h,t,m,a,b,nr
1,16,已,非,当,年,少,女,朱,颜,d,h,t,m,a,b,nr,nr
0,17,非,当,年,少,女,朱,颜,。,h,t,m,a,b,nr,nr,x
1,18,当,年,少,女,朱,颜,。,/s,t,m,a,b,nr,nr,x,NAN
0,19,年,少,女,朱,颜,。,/s,/s,m,a,b,nr,nr,x,NAN,NAN
1,20,少,女,朱,颜,。,/s,/s,/s,a,b,nr,nr,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,朱,聪,望,着,NAN,NAN,NAN,NAN,nr,a,v,uz
0,1,/s,/s,/s,朱,聪,望,着,坟,NAN,NAN,NAN,nr,a,v,uz,n
0,2,/s,/s,朱,聪,望,着,坟,旁,NAN,NAN,nr,a,v,uz,n,f
1,3,/s,朱,聪,望,着,坟,旁,几,NAN,nr,a,v,uz,n,f,m
1,4,朱,聪,望,着,坟,旁,几,堆,nr,a,v,uz,n,f,m,v
1,5,聪,望,着,坟,旁,几,堆,骷,a,v,uz,n,f,m,v,n
1,6,望,着,坟,旁,几,堆,骷,髅,v,uz,n,f,m,v,n,x
0,7,着,坟,旁,几,堆,骷,髅,，,uz,n,f,m,v,n,x,x
1,8,坟,旁,几,堆,骷,髅,，,十,n,f,m,v,n,x,x,m
0,9,旁,几,堆,骷,髅,，,十,年,f,m,v,n,x,x,m,m
1,10,几,堆,骷,髅,，,十,年,风,m,v,n,x,x,m,m,n
1,11,堆,骷,髅,，,十,年,风,雪,v,n,x,x,m,m,n,n
0,12,骷,髅,，,十,年,风,雪,，,n,x,x,m,m,n,n,x
1,13,髅,，,十,年,风,雪,，,兀,x,x,m,m,n,n,x,ag
0,14,，,十,年,风,雪,，,兀,未,x,m,m,n,n,x,ag,d
1,15,十,年,风,雪,，,兀,未,朽,m,m,n,n,x,ag,d,nr
1,16,年,风,雪,，,兀,未,朽,烂,m,n,n,x,ag,d,nr,v
0,17,风,雪,，,兀,未,朽,烂,，,n,n,x,ag,d,nr,v,x
1,18,雪,，,兀,未,朽,烂,，,心,n,x,ag,d,nr,v,x,n
0,19,，,兀,未,朽,烂,，,心,中,x,ag,d,nr,v,x,n,f
1,20,兀,未,朽,烂,，,心,中,说,ag,d,nr,v,x,n,f,v
1,21,未,朽,烂,，,心,中,说,不,d,nr,v,x,n,f,v,d
0,22,朽,烂,，,心,中,说,不,出,nr,v,x,n,f,v,d,v
1,23,烂,，,心,中,说,不,出,的,v,x,n,f,v,d,v,uj
0,24,，,心,中,说,不,出,的,感,x,n,f,v,d,v,uj,v
1,25,心,中,说,不,出,的,感,慨,n,f,v,d,v,uj,v,d
0,26,中,说,不,出,的,感,慨,。,f,v,d,v,uj,v,d,x
1,27,说,不,出,的,感,慨,。,/s,v,d,v,uj,v,d,x,NAN
0,28,不,出,的,感,慨,。,/s,/s,d,v,uj,v,d,x,NAN,NAN
1,29,出,的,感,慨,。,/s,/s,/s,v,uj,v,d,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,这,些,年,来,NAN,NAN,NAN,NAN,r,q,m,v
0,1,/s,/s,/s,这,些,年,来,他,NAN,NAN,NAN,r,q,m,v,r
0,2,/s,/s,这,些,年,来,他,与,NAN,NAN,r,q,m,v,r,p
0,3,/s,这,些,年,来,他,与,全,NAN,r,q,m,v,r,p,a
1,4,这,些,年,来,他,与,全,金,r,q,m,v,r,p,a,nr
1,5,些,年,来,他,与,全,金,发,q,m,v,r,p,a,nr,v
1,6,年,来,他,与,全,金,发,两,m,v,r,p,a,nr,v,m
0,7,来,他,与,全,金,发,两,人,v,r,p,a,nr,v,m,n
0,8,他,与,全,金,发,两,人,踏,r,p,a,nr,v,m,n,v
1,9,与,全,金,发,两,人,踏,遍,p,a,nr,v,m,n,v,v
0,10,全,金,发,两,人,踏,遍,了,a,nr,v,m,n,v,v,ul
1,11,金,发,两,人,踏,遍,了,方,nr,v,m,n,v,v,ul,n
0,12,发,两,人,踏,遍,了,方,圆,v,m,n,v,v,ul,n,n
1,13,两,人,踏,遍,了,方,圆,数,m,n,v,v,ul,n,n,n
1,14,人,踏,遍,了,方,圆,数,百,n,v,v,ul,n,n,n,n
0,15,踏,遍,了,方,圆,数,百,里,v,v,ul,n,n,n,n,f
1,16,遍,了,方,圆,数,百,里,之,v,ul,n,n,n,n,f,u
0,17,了,方,圆,数,百,里,之,内,ul,n,n,n,n,f,u,n
0,18,方,圆,数,百,里,之,内,的,n,n,n,n,f,u,n,uj
1,19,圆,数,百,里,之,内,的,每,n,n,n,f,u,n,uj,zg
0,20,数,百,里,之,内,的,每,一,n,n,f,u,n,uj,zg,m
0,21,百,里,之,内,的,每,一,处,n,f,u,n,uj,zg,m,n
1,22,里,之,内,的,每,一,处,山,f,u,n,uj,zg,m,n,n
0,23,之,内,的,每,一,处,山,谷,u,n,uj,zg,m,n,n,nr
0,24,内,的,每,一,处,山,谷,洞,n,uj,zg,m,n,n,nr,n
1,25,的,每,一,处,山,谷,洞,穴,uj,zg,m,n,n,nr,n,ng
0,26,每,一,处,山,谷,洞,穴,，,zg,m,n,n,nr,n,ng,x
1,27,一,处,山,谷,洞,穴,，,找,m,n,n,nr,n,ng,x,v
0,28,处,山,谷,洞,穴,，,找,寻,n,n,nr,n,ng,x,v,zg
1,29,山,谷,洞,穴,，,找,寻,铁,n,nr,n,ng,x,v,zg,n
1,30,谷,洞,穴,，,找,寻,铁,尸,nr,n,ng,x,v,zg,n,n
0,31,洞,穴,，,找,寻,铁,尸,梅,n,ng,x,v,zg,n,n,nr
1,32,穴,，,找,寻,铁,尸,梅,超,ng,x,v,zg,n,n,nr,v
0,33,，,找,寻,铁,尸,梅,超,风,x,v,zg,n,n,nr,v,n
1,34,找,寻,铁,尸,梅,超,风,的,v,zg,n,n,nr,v,n,uj
0,35,寻,铁,尸,梅,超,风,的,下,zg,n,n,nr,v,n,uj,f
0,36,铁,尸,梅,超,风,的,下,落,n,n,nr,v,n,uj,f,v
0,37,尸,梅,超,风,的,下,落,。,n,nr,v,n,uj,f,v,x
1,38,梅,超,风,的,下,落,。,/s,nr,v,n,uj,f,v,x,NAN
0,39,超,风,的,下,落,。,/s,/s,v,n,uj,f,v,x,NAN,NAN
1,40,风,的,下,落,。,/s,/s,/s,n,uj,f,v,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,此,人,如,中,NAN,NAN,NAN,NAN,zg,n,v,f
0,1,/s,/s,/s,此,人,如,中,毒,NAN,NAN,NAN,zg,n,v,f,zg
1,2,/s,/s,此,人,如,中,毒,而,NAN,NAN,zg,n,v,f,zg,c
1,3,/s,此,人,如,中,毒,而,毙,NAN,zg,n,v,f,zg,c,v
0,4,此,人,如,中,毒,而,毙,，,zg,n,v,f,zg,c,v,x
1,5,人,如,中,毒,而,毙,，,定,n,v,f,zg,c,v,x,v
0,6,如,中,毒,而,毙,，,定,有,v,f,zg,c,v,x,v,v
1,7,中,毒,而,毙,，,定,有,骸,f,zg,c,v,x,v,v,n
1,8,毒,而,毙,，,定,有,骸,骨,zg,c,v,x,v,v,n,n
1,9,而,毙,，,定,有,骸,骨,遗,c,v,x,v,v,n,n,n
1,10,毙,，,定,有,骸,骨,遗,下,v,x,v,v,n,n,n,f
0,11,，,定,有,骸,骨,遗,下,，,x,v,v,n,n,n,f,x
1,12,定,有,骸,骨,遗,下,，,要,v,v,n,n,n,f,x,v
0,13,有,骸,骨,遗,下,，,要,是,v,n,n,n,f,x,v,v
1,14,骸,骨,遗,下,，,要,是,不,n,n,n,f,x,v,v,d
1,15,骨,遗,下,，,要,是,不,死,n,n,f,x,v,v,d,v
0,16,遗,下,，,要,是,不,死,，,n,f,x,v,v,d,v,x
1,17,下,，,要,是,不,死,，,她,f,x,v,v,d,v,x,r
1,18,，,要,是,不,死,，,她,一,x,v,v,d,v,x,r,m
1,19,要,是,不,死,，,她,一,个,v,v,d,v,x,r,m,q
1,20,是,不,死,，,她,一,个,瞎,v,d,v,x,r,m,q,v
1,21,不,死,，,她,一,个,瞎,眼,d,v,x,r,m,q,v,n
0,22,死,，,她,一,个,瞎,眼,女,v,x,r,m,q,v,n,b
1,23,，,她,一,个,瞎,眼,女,子,x,r,m,q,v,n,b,ng
0,24,她,一,个,瞎,眼,女,子,势,r,m,q,v,n,b,ng,n
1,25,一,个,瞎,眼,女,子,势,难,m,q,v,n,b,ng,n,a
0,26,个,瞎,眼,女,子,势,难,长,q,v,n,b,ng,n,a,a
1,27,瞎,眼,女,子,势,难,长,期,v,n,b,ng,n,a,a,n
0,28,眼,女,子,势,难,长,期,隐,n,b,ng,n,a,a,n,n
1,29,女,子,势,难,长,期,隐,居,b,ng,n,a,a,n,n,v
0,30,子,势,难,长,期,隐,居,而,ng,n,a,a,n,n,v,c
1,31,势,难,长,期,隐,居,而,不,n,a,a,n,n,v,c,d
0,32,难,长,期,隐,居,而,不,露,a,a,n,n,v,c,d,v
1,33,长,期,隐,居,而,不,露,丝,a,n,n,v,c,d,v,m
1,34,期,隐,居,而,不,露,丝,毫,n,n,v,c,d,v,m,m
1,35,隐,居,而,不,露,丝,毫,踪,n,v,c,d,v,m,m,n
1,36,居,而,不,露,丝,毫,踪,迹,v,c,d,v,m,m,n,n
0,37,而,不,露,丝,毫,踪,迹,，,c,d,v,m,m,n,n,x
1,38,不,露,丝,毫,踪,迹,，,哪,d,v,m,m,n,n,x,r
0,39,露,丝,毫,踪,迹,，,哪,知,v,m,m,n,n,x,r,v
1,40,丝,毫,踪,迹,，,哪,知,她,m,m,n,n,x,r,v,r
1,41,毫,踪,迹,，,哪,知,她,竟,m,n,n,x,r,v,r,d
0,42,踪,迹,，,哪,知,她,竟,如,n,n,x,r,v,r,d,v
1,43,迹,，,哪,知,她,竟,如,幽,n,x,r,v,r,d,v,n
1,44,，,哪,知,她,竟,如,幽,灵,x,r,v,r,d,v,n,nr
1,45,哪,知,她,竟,如,幽,灵,般,r,v,r,d,v,n,nr,u
1,46,知,她,竟,如,幽,灵,般,突,v,r,d,v,n,nr,u,ad
0,47,她,竟,如,幽,灵,般,突,然,r,d,v,n,nr,u,ad,c
1,48,竟,如,幽,灵,般,突,然,消,d,v,n,nr,u,ad,c,v
1,49,如,幽,灵,般,突,然,消,失,v,n,nr,u,ad,c,v,zg
0,50,幽,灵,般,突,然,消,失,，,n,nr,u,ad,c,v,zg,x
1,51,灵,般,突,然,消,失,，,只,nr,u,ad,c,v,zg,x,d
0,52,般,突,然,消,失,，,只,余,u,ad,c,v,zg,x,d,m
1,53,突,然,消,失,，,只,余,荒,ad,c,v,zg,x,d,m,v
1,54,然,消,失,，,只,余,荒,山,c,v,zg,x,d,m,v,n
0,55,消,失,，,只,余,荒,山,上,v,zg,x,d,m,v,n,f
1,56,失,，,只,余,荒,山,上,一,zg,x,d,m,v,n,f,m
0,57,，,只,余,荒,山,上,一,座,x,d,m,v,n,f,m,q
1,58,只,余,荒,山,上,一,座,坟,d,m,v,n,f,m,q,n
1,59,余,荒,山,上,一,座,坟,墓,m,v,n,f,m,q,n,n
0,60,荒,山,上,一,座,坟,墓,，,v,n,f,m,q,n,n,x
1,61,山,上,一,座,坟,墓,，,数,n,f,m,q,n,n,x,n
0,62,上,一,座,坟,墓,，,数,堆,f,m,q,n,n,x,n,v
1,63,一,座,坟,墓,，,数,堆,白,m,q,n,n,x,n,v,a
1,64,座,坟,墓,，,数,堆,白,骨,q,n,n,x,n,v,a,n
0,65,坟,墓,，,数,堆,白,骨,，,n,n,x,n,v,a,n,x
1,66,墓,，,数,堆,白,骨,，,留,n,x,n,v,a,n,x,v
0,67,，,数,堆,白,骨,，,留,存,x,n,v,a,n,x,v,v
1,68,数,堆,白,骨,，,留,存,下,n,v,a,n,x,v,v,f
1,69,堆,白,骨,，,留,存,下,黑,v,a,n,x,v,v,f,a
0,70,白,骨,，,留,存,下,黑,风,a,n,x,v,v,f,a,n
1,71,骨,，,留,存,下,黑,风,双,n,x,v,v,f,a,n,n
1,72,，,留,存,下,黑,风,双,煞,x,v,v,f,a,n,n,v
0,73,留,存,下,黑,风,双,煞,当,v,v,f,a,n,n,v,t
0,74,存,下,黑,风,双,煞,当,年,v,f,a,n,n,v,t,m
1,75,下,黑,风,双,煞,当,年,的,f,a,n,n,v,t,m,uj
1,76,黑,风,双,煞,当,年,的,恶,a,n,n,v,t,m,uj,a
0,77,风,双,煞,当,年,的,恶,迹,n,n,v,t,m,uj,a,n
0,78,双,煞,当,年,的,恶,迹,。,n,v,t,m,uj,a,n,x
1,79,煞,当,年,的,恶,迹,。,/s,v,t,m,uj,a,n,x,NAN
0,80,当,年,的,恶,迹,。,/s,/s,t,m,uj,a,n,x,NAN,NAN
1,81,年,的,恶,迹,。,/s,/s,/s,m,uj,a,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,七,人,在,墓,NAN,NAN,NAN,NAN,m,n,p,n
0,1,/s,/s,/s,七,人,在,墓,前,NAN,NAN,NAN,m,n,p,n,f
1,2,/s,/s,七,人,在,墓,前,吃,NAN,NAN,m,n,p,n,f,v
1,3,/s,七,人,在,墓,前,吃,了,NAN,m,n,p,n,f,v,ul
1,4,七,人,在,墓,前,吃,了,酒,m,n,p,n,f,v,ul,n
1,5,人,在,墓,前,吃,了,酒,饭,n,p,n,f,v,ul,n,n
1,6,在,墓,前,吃,了,酒,饭,，,p,n,f,v,ul,n,n,x
1,7,墓,前,吃,了,酒,饭,，,回,n,f,v,ul,n,n,x,v
0,8,前,吃,了,酒,饭,，,回,到,f,v,ul,n,n,x,v,v
1,9,吃,了,酒,饭,，,回,到,住,v,ul,n,n,x,v,v,v
1,10,了,酒,饭,，,回,到,住,处,ul,n,n,x,v,v,v,n
0,11,酒,饭,，,回,到,住,处,，,n,n,x,v,v,v,n,x
1,12,饭,，,回,到,住,处,，,略,n,x,v,v,v,n,x,d
0,13,，,回,到,住,处,，,略,一,x,v,v,v,n,x,d,m
1,14,回,到,住,处,，,略,一,休,v,v,v,n,x,d,m,zg
1,15,到,住,处,，,略,一,休,息,v,v,n,x,d,m,zg,zg
1,16,住,处,，,略,一,休,息,，,v,n,x,d,m,zg,zg,x
1,17,处,，,略,一,休,息,，,六,n,x,d,m,zg,zg,x,m
0,18,，,略,一,休,息,，,六,怪,x,d,m,zg,zg,x,m,v
1,19,略,一,休,息,，,六,怪,便,d,m,zg,zg,x,m,v,d
1,20,一,休,息,，,六,怪,便,带,m,zg,zg,x,m,v,d,v
0,21,休,息,，,六,怪,便,带,了,zg,zg,x,m,v,d,v,ul
1,22,息,，,六,怪,便,带,了,郭,zg,x,m,v,d,v,ul,nr
1,23,，,六,怪,便,带,了,郭,靖,x,m,v,d,v,ul,nr,nr
1,24,六,怪,便,带,了,郭,靖,往,m,v,d,v,ul,nr,nr,zg
1,25,怪,便,带,了,郭,靖,往,山,v,d,v,ul,nr,nr,zg,n
0,26,便,带,了,郭,靖,往,山,边,d,v,ul,nr,nr,zg,n,d
0,27,带,了,郭,靖,往,山,边,练,v,ul,nr,nr,zg,n,d,v
1,28,了,郭,靖,往,山,边,练,武,ul,nr,nr,zg,n,d,v,n
0,29,郭,靖,往,山,边,练,武,。,nr,nr,zg,n,d,v,n,x
1,30,靖,往,山,边,练,武,。,/s,nr,zg,n,d,v,n,x,NAN
0,31,往,山,边,练,武,。,/s,/s,zg,n,d,v,n,x,NAN,NAN
1,32,山,边,练,武,。,/s,/s,/s,n,d,v,n,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,这,日,他,与,NAN,NAN,NAN,NAN,r,m,r,p
0,1,/s,/s,/s,这,日,他,与,四,NAN,NAN,NAN,r,m,r,p,m
1,2,/s,/s,这,日,他,与,四,师,NAN,NAN,r,m,r,p,m,ng
1,3,/s,这,日,他,与,四,师,父,NAN,r,m,r,p,m,ng,n
1,4,这,日,他,与,四,师,父,南,r,m,r,p,m,ng,n,ns
1,5,日,他,与,四,师,父,南,山,m,r,p,m,ng,n,ns,n
0,6,他,与,四,师,父,南,山,樵,r,p,m,ng,n,ns,n,n
1,7,与,四,师,父,南,山,樵,子,p,m,ng,n,ns,n,n,ng
0,8,四,师,父,南,山,樵,子,南,m,ng,n,ns,n,n,ng,ns
1,9,师,父,南,山,樵,子,南,希,ng,n,ns,n,n,ng,ns,v
0,10,父,南,山,樵,子,南,希,仁,n,ns,n,n,ng,ns,v,ng
1,11,南,山,樵,子,南,希,仁,对,ns,n,n,ng,ns,v,ng,p
0,12,山,樵,子,南,希,仁,对,拆,n,n,ng,ns,v,ng,p,v
0,13,樵,子,南,希,仁,对,拆,开,n,ng,ns,v,ng,p,v,v
1,14,子,南,希,仁,对,拆,开,山,ng,ns,v,ng,p,v,v,n
1,15,南,希,仁,对,拆,开,山,掌,ns,v,ng,p,v,v,n,v
0,16,希,仁,对,拆,开,山,掌,法,v,ng,p,v,v,n,v,j
1,17,仁,对,拆,开,山,掌,法,。,ng,p,v,v,n,v,j,x
1,18,对,拆,开,山,掌,法,。,/s,p,v,v,n,v,j,x,NAN
0,19,拆,开,山,掌,法,。,/s,/s,v,v,n,v,j,x,NAN,NAN
1,20,开,山,掌,法,。,/s,/s,/s,v,n,v,j,x,NAN,NAN,NAN
1,0,/s,/s,/s,/s,南,希,仁,有,NAN,NAN,NAN,NAN,ns,v,ng,v
0,1,/s,/s,/s,南,希,仁,有,心,NAN,NAN,NAN,ns,v,ng,v,n
0,2,/s,/s,南,希,仁,有,心,逗,NAN,NAN,ns,v,ng,v,n,v
1,3,/s,南,希,仁,有,心,逗,他,NAN,ns,v,ng,v,n,v,r
0,4,南,希,仁,有,心,逗,他,尽,ns,v,ng,v,n,v,r,v
1,5,希,仁,有,心,逗,他,尽,量,v,ng,v,n,v,r,v,n
1,6,仁,有,心,逗,他,尽,量,显,ng,v,n,v,r,v,n,v
1,7,有,心,逗,他,尽,量,显,示,v,n,v,r,v,n,v,v
0,8,心,逗,他,尽,量,显,示,功,n,v,r,v,n,v,v,n
1,9,逗,他,尽,量,显,示,功,夫,v,r,v,n,v,v,n,n
0,10,他,尽,量,显,示,功,夫,，,r,v,n,v,v,n,n,x
1,11,尽,量,显,示,功,夫,，,接,v,n,v,v,n,n,x,v
0,12,量,显,示,功,夫,，,接,连,n,v,v,n,n,x,v,nr
1,13,显,示,功,夫,，,接,连,拆,v,v,n,n,x,v,nr,v
1,14,示,功,夫,，,接,连,拆,了,v,n,n,x,v,nr,v,ul
0,15,功,夫,，,接,连,拆,了,七,n,n,x,v,nr,v,ul,m
1,16,夫,，,接,连,拆,了,七,八,n,x,v,nr,v,ul,m,m
1,17,，,接,连,拆,了,七,八,十,x,v,nr,v,ul,m,m,m
1,18,接,连,拆,了,七,八,十,招,v,nr,v,ul,m,m,m,v
0,19,连,拆,了,七,八,十,招,，,nr,v,ul,m,m,m,v,x
0,20,拆,了,七,八,十,招,，,忽,v,ul,m,m,m,v,x,d
0,21,了,七,八,十,招,，,忽,地,ul,m,m,m,v,x,d,uv
1,22,七,八,十,招,，,忽,地,左,m,m,m,v,x,d,uv,m
1,23,八,十,招,，,忽,地,左,掌,m,m,v,x,d,uv,m,v
0,24,十,招,，,忽,地,左,掌,向,m,v,x,d,uv,m,v,p
1,25,招,，,忽,地,左,掌,向,外,v,x,d,uv,m,v,p,f
0,26,，,忽,地,左,掌,向,外,一,x,d,uv,m,v,p,f,m
1,27,忽,地,左,掌,向,外,一,撒,d,uv,m,v,p,f,m,v
0,28,地,左,掌,向,外,一,撒,，,uv,m,v,p,f,m,v,x
