Label,No,B3,B2,B1,F1,F2,F3,POSB3,POSB2,POSB1,POSF1,POSF2,POSF3
0,22,中,央,集,权,制,。,f,j,q,n,n,x
1,23,央,集,权,制,。,/s,j,q,n,n,x,NAN
1,24,集,权,制,。,/s,/s,q,n,n,x,NAN,NAN
1,0,/s,/s,/s,通,常,的,NAN,NAN,NAN,v,d,uj
0,1,/s,/s,通,常,的,情,NAN,NAN,v,d,uj,n
0,2,/s,通,常,的,情,况,NAN,v,d,uj,n,c
1,3,通,常,的,情,况,是,v,d,uj,n,c,v
0,4,常,的,情,况,是,一,d,uj,n,c,v,m
1,5,的,情,况,是,一,个,uj,n,c,v,m,q
1,6,情,况,是,一,个,王,n,c,v,m,q,nr
0,7,况,是,一,个,王,朝,c,v,m,q,nr,ns
1,8,是,一,个,王,朝,在,v,m,q,nr,ns,p
0,9,一,个,王,朝,在,建,m,q,nr,ns,p,v
1,10,个,王,朝,在,建,立,q,nr,ns,p,v,v
1,11,王,朝,在,建,立,的,nr,ns,p,v,v,uj
0,12,朝,在,建,立,的,初,ns,p,v,v,uj,f
0,13,在,建,立,的,初,期,p,v,v,uj,f,n
1,14,建,立,的,初,期,可,v,v,uj,f,n,v
0,15,立,的,初,期,可,以,v,uj,f,n,v,p
1,16,的,初,期,可,以,励,uj,f,n,v,p,nr
0,17,初,期,可,以,励,精,f,n,v,p,nr,n
1,18,期,可,以,励,精,图,n,v,p,nr,n,n
0,19,可,以,励,精,图,治,v,p,nr,n,n,v
0,20,以,励,精,图,治,，,p,nr,n,n,v,x
0,21,励,精,图,治,，,国,nr,n,n,v,x,n
1,22,精,图,治,，,国,家,n,n,v,x,n,q
1,23,图,治,，,国,家,处,n,v,x,n,q,n
0,24,治,，,国,家,处,于,v,x,n,q,n,p
1,25,，,国,家,处,于,上,x,n,q,n,p,f
0,26,国,家,处,于,上,升,n,q,n,p,f,zg
1,27,家,处,于,上,升,阶,q,n,p,f,zg,n
0,28,处,于,上,升,阶,段,n,p,f,zg,n,q
1,29,于,上,升,阶,段,。,p,f,zg,n,q,x
0,30,上,升,阶,段,。,/s,f,zg,n,q,x,NAN
1,31,升,阶,段,。,/s,/s,zg,n,q,x,NAN,NAN
1,0,/s,/s,/s,之,后,开,NAN,NAN,NAN,u,f,v
0,1,/s,/s,之,后,开,始,NAN,NAN,u,f,v,d
1,2,/s,之,后,开,始,守,NAN,u,f,v,d,v
0,3,之,后,开,始,守,成,u,f,v,d,v,n
1,4,后,开,始,守,成,，,f,v,d,v,n,x
0,5,开,始,守,成,，,社,v,d,v,n,x,n
1,6,始,守,成,，,社,会,d,v,n,x,n,v
1,7,守,成,，,社,会,矛,v,n,x,n,v,an
0,8,成,，,社,会,矛,盾,n,x,n,v,an,q
1,9,，,社,会,矛,盾,逐,x,n,v,an,q,d
0,10,社,会,矛,盾,逐,渐,n,v,an,q,d,d
1,11,会,矛,盾,逐,渐,积,v,an,q,d,d,v
0,12,矛,盾,逐,渐,积,累,an,q,d,d,v,a
1,13,盾,逐,渐,积,累,。,q,d,d,v,a,x
0,14,逐,渐,积,累,。,/s,d,d,v,a,x,NAN
1,15,渐,积,累,。,/s,/s,d,v,a,x,NAN,NAN
1,0,/s,/s,/s,在,王,朝,NAN,NAN,NAN,p,nr,ns
1,1,/s,/s,在,王,朝,的,NAN,NAN,p,nr,ns,uj
0,2,/s,在,王,朝,的,末,NAN,p,nr,ns,uj,f
0,3,在,王,朝,的,末,期,p,nr,ns,uj,f,n
1,4,王,朝,的,末,期,，,nr,ns,uj,f,n,x
0,5,朝,的,末,期,，,国,ns,uj,f,n,x,n
1,6,的,末,期,，,国,家,uj,f,n,x,n,q
1,7,末,期,，,国,家,政,f,n,x,n,q,n
0,8,期,，,国,家,政,治,n,x,n,q,n,v
1,9,，,国,家,政,治,腐,x,n,q,n,v,a
0,10,国,家,政,治,腐,败,n,q,n,v,a,v
0,11,家,政,治,腐,败,，,q,n,v,a,v,x
0,12,政,治,腐,败,，,社,n,v,a,v,x,n
1,13,治,腐,败,，,社,会,v,a,v,x,n,v
1,14,腐,败,，,社,会,矛,a,v,x,n,v,an
0,15,败,，,社,会,矛,盾,v,x,n,v,an,q
1,16,，,社,会,矛,盾,激,x,n,v,an,q,n
0,17,社,会,矛,盾,激,化,n,v,an,q,n,n
0,18,会,矛,盾,激,化,，,v,an,q,n,n,x
0,19,矛,盾,激,化,，,最,an,q,n,n,x,d
1,20,盾,激,化,，,最,终,q,n,n,x,d,d
1,21,激,化,，,最,终,通,n,n,x,d,d,v
0,22,化,，,最,终,通,过,n,x,d,d,v,ug
1,23,，,最,终,通,过,大,x,d,d,v,ug,a
0,24,最,终,通,过,大,规,d,d,v,ug,a,n
1,25,终,通,过,大,规,模,d,v,ug,a,n,n
0,26,通,过,大,规,模,的,v,ug,a,n,n,uj
0,27,过,大,规,模,的,战,ug,a,n,n,uj,n
0,28,大,规,模,的,战,争,a,n,n,uj,n,v
1,29,规,模,的,战,争,结,n,n,uj,n,v,n
0,30,模,的,战,争,结,束,n,uj,n,v,n,nr
1,31,的,战,争,结,束,旧,uj,n,v,n,nr,a
0,32,战,争,结,束,旧,王,n,v,n,nr,a,nr
1,33,争,结,束,旧,王,朝,v,n,nr,a,nr,ns
1,34,结,束,旧,王,朝,，,n,nr,a,nr,ns,x
0,35,束,旧,王,朝,，,建,nr,a,nr,ns,x,v
1,36,旧,王,朝,，,建,立,a,nr,ns,x,v,v
1,37,王,朝,，,建,立,异,nr,ns,x,v,v,zg
0,38,朝,，,建,立,异,姓,ns,x,v,v,zg,v
1,39,，,建,立,异,姓,的,x,v,v,zg,v,uj
0,40,建,立,异,姓,的,新,v,v,zg,v,uj,a
0,41,立,异,姓,的,新,王,v,zg,v,uj,a,nr
1,42,异,姓,的,新,王,朝,zg,v,uj,a,nr,ns
1,43,姓,的,新,王,朝,。,v,uj,a,nr,ns,x
0,44,的,新,王,朝,。,/s,uj,a,nr,ns,x,NAN
1,45,新,王,朝,。,/s,/s,a,nr,ns,x,NAN,NAN
1,0,/s,/s,/s,或,者,是,NAN,NAN,NAN,c,k,v
0,1,/s,/s,或,者,是,大,NAN,NAN,c,k,v,a
1,2,/s,或,者,是,大,规,NAN,c,k,v,a,n
1,3,或,者,是,大,规,模,c,k,v,a,n,n
0,4,者,是,大,规,模,的,k,v,a,n,n,uj
0,5,是,大,规,模,的,外,v,a,n,n,uj,f
0,6,大,规,模,的,外,族,a,n,n,uj,f,ng
1,7,规,模,的,外,族,入,n,n,uj,f,ng,v
0,8,模,的,外,族,入,侵,n,uj,f,ng,v,v
1,9,的,外,族,入,侵,，,uj,f,ng,v,v,x
0,10,外,族,入,侵,，,导,f,ng,v,v,x,v
1,11,族,入,侵,，,导,致,ng,v,v,x,v,v
1,12,入,侵,，,导,致,旧,v,v,x,v,v,a
0,13,侵,，,导,致,旧,王,v,x,v,v,a,nr
1,14,，,导,致,旧,王,朝,x,v,v,a,nr,ns
1,15,导,致,旧,王,朝,的,v,v,a,nr,ns,uj
0,16,致,旧,王,朝,的,覆,v,a,nr,ns,uj,v
0,17,旧,王,朝,的,覆,灭,a,nr,ns,uj,v,v
1,18,王,朝,的,覆,灭,。,nr,ns,uj,v,v,x
0,19,朝,的,覆,灭,。,/s,ns,uj,v,v,x,NAN
1,20,的,覆,灭,。,/s,/s,uj,v,v,x,NAN,NAN
1,0,/s,/s,/s,古,代,中,NAN,NAN,NAN,a,q,f
0,1,/s,/s,古,代,中,国,NAN,NAN,a,q,f,n
1,2,/s,古,代,中,国,的,NAN,a,q,f,n,uj
0,3,古,代,中,国,的,政,a,q,f,n,uj,n
0,4,代,中,国,的,政,治,q,f,n,uj,n,v
1,5,中,国,的,政,治,是,f,n,uj,n,v,v
0,6,国,的,政,治,是,人,n,uj,n,v,v,n
1,7,的,政,治,是,人,治,uj,n,v,v,n,v
1,8,政,治,是,人,治,与,n,v,v,n,v,p
0,9,治,是,人,治,与,维,v,v,n,v,p,v
1,10,是,人,治,与,维,护,v,n,v,p,v,zg
1,11,人,治,与,维,护,君,n,v,p,v,zg,nz
0,12,治,与,维,护,君,主,v,p,v,zg,nz,b
1,13,与,维,护,君,主,权,p,v,zg,nz,b,n
0,14,维,护,君,主,权,力,v,zg,nz,b,n,n
1,15,护,君,主,权,力,的,zg,nz,b,n,n,uj
0,16,君,主,权,力,的,所,nz,b,n,n,uj,c
0,17,主,权,力,的,所,谓,b,n,n,uj,c,v
1,18,权,力,的,所,谓,法,n,n,uj,c,v,j
0,19,力,的,所,谓,法,治,n,uj,c,v,j,v
1,20,的,所,谓,法,治,并,uj,c,v,j,v,c
0,21,所,谓,法,治,并,行,c,v,j,v,c,zg
1,22,谓,法,治,并,行,。,v,j,v,c,zg,x
0,23,法,治,并,行,。,/s,j,v,c,zg,x,NAN
1,24,治,并,行,。,/s,/s,v,c,zg,x,NAN,NAN
1,0,/s,/s,/s,宗,法,制,NAN,NAN,NAN,nr,j,n
1,1,/s,/s,宗,法,制,和,NAN,NAN,nr,j,n,c
0,2,/s,宗,法,制,和,政,NAN,nr,j,n,c,n
1,3,宗,法,制,和,政,府,nr,j,n,c,n,nr
1,4,法,制,和,政,府,中,j,n,c,n,nr,f
0,5,制,和,政,府,中,央,n,c,n,nr,f,j
1,6,和,政,府,中,央,集,c,n,nr,f,j,q
0,7,政,府,中,央,集,权,n,nr,f,j,q,n
0,8,府,中,央,集,权,强,nr,f,j,q,n,a
0,9,中,央,集,权,强,化,f,j,q,n,a,n
1,10,央,集,权,强,化,统,j,q,n,a,n,v
0,11,集,权,强,化,统,一,q,n,a,n,v,m
1,12,权,强,化,统,一,的,n,a,n,v,m,uj
0,13,强,化,统,一,的,国,a,n,v,m,uj,n
0,14,化,统,一,的,国,家,n,v,m,uj,n,q
1,15,统,一,的,国,家,观,v,m,uj,n,q,vg
0,16,一,的,国,家,观,念,m,uj,n,q,vg,v
1,17,的,国,家,观,念,。,uj,n,q,vg,v,x
0,18,国,家,观,念,。,/s,n,q,vg,v,x,NAN
1,19,家,观,念,。,/s,/s,q,vg,v,x,NAN,NAN
1,0,/s,/s,/s,一,八,四,NAN,NAN,NAN,m,m,m
0,1,/s,/s,一,八,四,零,NAN,NAN,m,m,m,m
1,2,/s,一,八,四,零,年,NAN,m,m,m,m,m
0,3,一,八,四,零,年,鸦,m,m,m,m,m,nz
0,4,八,四,零,年,鸦,片,m,m,m,m,nz,q
1,5,四,零,年,鸦,片,战,m,m,m,nz,q,n
0,6,零,年,鸦,片,战,争,m,m,nz,q,n,v
0,7,年,鸦,片,战,争,后,m,nz,q,n,v,f
0,8,鸦,片,战,争,后,，,nz,q,n,v,f,x
1,9,片,战,争,后,，,中,q,n,v,f,x,f
1,10,战,争,后,，,中,国,n,v,f,x,f,n
1,11,争,后,，,中,国,沦,v,f,x,f,n,zg
0,12,后,，,中,国,沦,为,f,x,f,n,zg,p
1,13,，,中,国,沦,为,列,x,f,n,zg,p,v
0,14,中,国,沦,为,列,强,f,n,zg,p,v,a
1,15,国,沦,为,列,强,的,n,zg,p,v,a,uj
0,16,沦,为,列,强,的,半,zg,p,v,a,uj,m
0,17,为,列,强,的,半,殖,p,v,a,uj,m,n
1,18,列,强,的,半,殖,民,v,a,uj,m,n,ng
0,19,强,的,半,殖,民,地,a,uj,m,n,ng,uv
0,20,的,半,殖,民,地,，,uj,m,n,ng,uv,x
0,21,半,殖,民,地,，,有,m,n,ng,uv,x,v
1,22,殖,民,地,，,有,识,n,ng,uv,x,v,v
1,23,民,地,，,有,识,之,ng,uv,x,v,v,u
0,24,地,，,有,识,之,士,uv,x,v,v,u,n
0,25,，,有,识,之,士,渴,x,v,v,u,n,a
0,26,有,识,之,士,渴,望,v,v,u,n,a,v
1,27,识,之,士,渴,望,改,v,u,n,a,v,v
0,28,之,士,渴,望,改,革,u,n,a,v,v,vn
1,29,士,渴,望,改,革,中,n,a,v,v,vn,f
0,30,渴,望,改,革,中,国,a,v,v,vn,f,n
1,31,望,改,革,中,国,千,v,v,vn,f,n,m
0,32,改,革,中,国,千,来,v,vn,f,n,m,v
1,33,革,中,国,千,来,以,vn,f,n,m,v,p
0,34,中,国,千,来,以,来,f,n,m,v,p,v
1,35,国,千,来,以,来,的,n,m,v,p,v,uj
0,36,千,来,以,来,的,陈,m,v,p,v,uj,nr
0,37,来,以,来,的,陈,旧,v,p,v,uj,nr,a
1,38,以,来,的,陈,旧,制,p,v,uj,nr,a,n
0,39,来,的,陈,旧,制,度,v,uj,nr,a,n,zg
1,40,的,陈,旧,制,度,。,uj,nr,a,n,zg,x
0,41,陈,旧,制,度,。,/s,nr,a,n,zg,x,NAN
1,42,旧,制,度,。,/s,/s,a,n,zg,x,NAN,NAN
1,0,/s,/s,/s,一,九,一,NAN,NAN,NAN,m,m,m
0,1,/s,/s,一,九,一,一,NAN,NAN,m,m,m,m
0,2,/s,一,九,一,一,年,NAN,m,m,m,m,m
0,3,一,九,一,一,年,，,m,m,m,m,m,x
1,4,九,一,一,年,，,辛,m,m,m,m,x,nr
1,5,一,一,年,，,辛,亥,m,m,m,x,nr,t
1,6,一,年,，,辛,亥,革,m,m,x,nr,t,vn
0,7,年,，,辛,亥,革,命,m,x,nr,t,vn,n
0,8,，,辛,亥,革,命,推,x,nr,t,vn,n,v
0,9,辛,亥,革,命,推,翻,nr,t,vn,n,v,v
1,10,亥,革,命,推,翻,了,t,vn,n,v,v,ul
0,11,革,命,推,翻,了,满,vn,n,v,v,ul,a
1,12,命,推,翻,了,满,清,n,v,v,ul,a,t
1,13,推,翻,了,满,清,帝,v,v,ul,a,t,n
0,14,翻,了,满,清,帝,制,v,ul,a,t,n,n
1,15,了,满,清,帝,制,，,ul,a,t,n,n,x
0,16,满,清,帝,制,，,建,a,t,n,n,x,v
1,17,清,帝,制,，,建,立,t,n,n,x,v,v
1,18,帝,制,，,建,立,了,n,n,x,v,v,ul
0,19,制,，,建,立,了,共,n,x,v,v,ul,d
1,20,，,建,立,了,共,和,x,v,v,ul,d,c
1,21,建,立,了,共,和,制,v,v,ul,d,c,n
0,22,立,了,共,和,制,的,v,ul,d,c,n,uj
0,23,了,共,和,制,的,中,ul,d,c,n,uj,f
0,24,共,和,制,的,中,华,d,c,n,uj,f,ns
1,25,和,制,的,中,华,民,c,n,uj,f,ns,ng
0,26,制,的,中,华,民,国,n,uj,f,ns,ng,n
0,27,的,中,华,民,国,。,uj,f,ns,ng,n,x
0,28,中,华,民,国,。,/s,f,ns,ng,n,x,NAN
1,29,华,民,国,。,/s,/s,ns,ng,n,x,NAN,NAN
1,0,/s,/s,/s,一,九,四,NAN,NAN,NAN,m,m,m
0,1,/s,/s,一,九,四,五,NAN,NAN,m,m,m,m
0,2,/s,一,九,四,五,年,NAN,m,m,m,m,m
0,3,一,九,四,五,年,，,m,m,m,m,m,x
0,4,九,四,五,年,，,第,m,m,m,m,x,m
1,5,四,五,年,，,第,二,m,m,m,x,m,m
1,6,五,年,，,第,二,次,m,m,x,m,m,q
0,7,年,，,第,二,次,世,m,x,m,m,q,n
0,8,，,第,二,次,世,界,x,m,m,q,n,n
0,9,第,二,次,世,界,大,m,m,q,n,n,a
0,10,二,次,世,界,大,战,m,q,n,n,a,n
0,11,次,世,界,大,战,后,q,n,n,a,n,f
0,12,世,界,大,战,后,，,n,n,a,n,f,x
1,13,界,大,战,后,，,共,n,a,n,f,x,d
1,14,大,战,后,，,共,产,a,n,f,x,d,n
1,15,战,后,，,共,产,主,n,f,x,d,n,b
0,16,后,，,共,产,主,义,f,x,d,n,b,ng
0,17,，,共,产,主,义,和,x,d,n,b,ng,c
0,18,共,产,主,义,和,资,d,n,b,ng,c,n
1,19,产,主,义,和,资,本,n,b,ng,c,n,r
1,20,主,义,和,资,本,主,b,ng,c,n,r,b
0,21,义,和,资,本,主,义,ng,c,n,r,b,ng
0,22,和,资,本,主,义,的,c,n,r,b,ng,uj
0,23,资,本,主,义,的,严,n,r,b,ng,uj,a
0,24,本,主,义,的,严,重,r,b,ng,uj,a,a
1,25,主,义,的,严,重,对,b,ng,uj,a,a,p
0,26,义,的,严,重,对,立,ng,uj,a,a,p,v
1,27,的,严,重,对,立,导,uj,a,a,p,v,v
0,28,严,重,对,立,导,致,a,a,p,v,v,v
1,29,重,对,立,导,致,第,a,p,v,v,v,m
0,30,对,立,导,致,第,二,p,v,v,v,m,m
1,31,立,导,致,第,二,次,v,v,v,m,m,q
0,32,导,致,第,二,次,国,v,v,m,m,q,n
0,33,致,第,二,次,国,共,v,m,m,q,n,d
1,34,第,二,次,国,共,内,m,m,q,n,d,n
0,35,二,次,国,共,内,战,m,q,n,d,n,n
1,36,次,国,共,内,战,，,q,n,d,n,n,x
0,37,国,共,内,战,，,中,n,d,n,n,x,f
1,38,共,内,战,，,中,国,d,n,n,x,f,n
1,39,内,战,，,中,国,共,n,n,x,f,n,d
0,40,战,，,中,国,共,产,n,x,f,n,d,n
0,41,，,中,国,共,产,党,x,f,n,d,n,n
0,42,中,国,共,产,党,最,f,n,d,n,n,d
0,43,国,共,产,党,最,终,n,d,n,n,d,d
1,44,共,产,党,最,终,取,d,n,n,d,d,v
0,45,产,党,最,终,取,得,n,n,d,d,v,ud
1,46,党,最,终,取,得,大,n,d,d,v,ud,a
0,47,最,终,取,得,大,陆,d,d,v,ud,a,nr
1,48,终,取,得,大,陆,地,d,v,ud,a,nr,uv
0,49,取,得,大,陆,地,区,v,ud,a,nr,uv,n
0,50,得,大,陆,地,区,的,ud,a,nr,uv,n,uj
1,51,大,陆,地,区,的,控,a,nr,uv,n,uj,v
0,52,陆,地,区,的,控,制,nr,uv,n,uj,v,n
1,53,地,区,的,控,制,权,uv,n,uj,v,n,n
0,54,区,的,控,制,权,，,n,uj,v,n,n,x
0,55,的,控,制,权,，,建,uj,v,n,n,x,v
1,56,控,制,权,，,建,立,v,n,n,x,v,v
1,57,制,权,，,建,立,中,n,n,x,v,v,f
0,58,权,，,建,立,中,华,n,x,v,v,f,ns
1,59,，,建,立,中,华,人,x,v,v,f,ns,n
0,60,建,立,中,华,人,民,v,v,f,ns,n,ng
0,61,立,中,华,人,民,共,v,f,ns,n,ng,d
0,62,中,华,人,民,共,和,f,ns,n,ng,d,c
0,63,华,人,民,共,和,国,ns,n,ng,d,c,n
0,64,人,民,共,和,国,，,n,ng,d,c,n,x
0,65,民,共,和,国,，,实,ng,d,c,n,x,n
1,66,共,和,国,，,实,行,d,c,n,x,n,zg
1,67,和,国,，,实,行,社,c,n,x,n,zg,n
0,68,国,，,实,行,社,会,n,x,n,zg,n,v
1,69,，,实,行,社,会,主,x,n,zg,n,v,b
0,70,实,行,社,会,主,义,n,zg,n,v,b,ng
0,71,行,社,会,主,义,制,zg,n,v,b,ng,n
0,72,社,会,主,义,制,度,n,v,b,ng,n,zg
1,73,会,主,义,制,度,；,v,b,ng,n,zg,x
0,74,主,义,制,度,；,而,b,ng,n,zg,x,c
1,75,义,制,度,；,而,中,ng,n,zg,x,c,f
1,76,制,度,；,而,中,华,n,zg,x,c,f,ns
1,77,度,；,而,中,华,民,zg,x,c,f,ns,ng
0,78,；,而,中,华,民,国,x,c,f,ns,ng,n
0,79,而,中,华,民,国,政,c,f,ns,ng,n,n
0,80,中,华,民,国,政,府,f,ns,ng,n,n,nr
0,81,华,民,国,政,府,撤,ns,ng,n,n,nr,v
0,82,民,国,政,府,撤,退,ng,n,n,nr,v,v
1,83,国,政,府,撤,退,至,n,n,nr,v,v,p
0,84,政,府,撤,退,至,台,n,nr,v,v,p,q
1,85,府,撤,退,至,台,湾,nr,v,v,p,q,zg
1,86,撤,退,至,台,湾,，,v,v,p,q,zg,x
0,87,退,至,台,湾,，,实,v,p,q,zg,x,n
1,88,至,台,湾,，,实,行,p,q,zg,x,n,zg
1,89,台,湾,，,实,行,资,q,zg,x,n,zg,n
0,90,湾,，,实,行,资,本,zg,x,n,zg,n,r
1,91,，,实,行,资,本,主,x,n,zg,n,r,b
0,92,实,行,资,本,主,义,n,zg,n,r,b,ng
0,93,行,资,本,主,义,制,zg,n,r,b,ng,n
0,94,资,本,主,义,制,度,n,r,b,ng,n,zg
1,95,本,主,义,制,度,。,r,b,ng,n,zg,x
0,96,主,义,制,度,。,/s,b,ng,n,zg,x,NAN
1,97,义,制,度,。,/s,/s,ng,n,zg,x,NAN,NAN
1,0,/s,/s,/s,一,九,七,NAN,NAN,NAN,m,m,m
0,1,/s,/s,一,九,七,八,NAN,NAN,m,m,m,m
0,2,/s,一,九,七,八,年,NAN,m,m,m,m,m
0,3,一,九,七,八,年,后,m,m,m,m,m,f
0,4,九,七,八,年,后,，,m,m,m,m,f,x
1,5,七,八,年,后,，,中,m,m,m,f,x,f
1,6,八,年,后,，,中,华,m,m,f,x,f,ns
1,7,年,后,，,中,华,人,m,f,x,f,ns,n
0,8,后,，,中,华,人,民,f,x,f,ns,n,ng
0,9,，,中,华,人,民,共,x,f,ns,n,ng,d
0,10,中,华,人,民,共,和,f,ns,n,ng,d,c
0,11,华,人,民,共,和,国,ns,n,ng,d,c,n
0,12,人,民,共,和,国,实,n,ng,d,c,n,n
0,13,民,共,和,国,实,行,ng,d,c,n,n,zg
1,14,共,和,国,实,行,经,d,c,n,n,zg,n
0,15,和,国,实,行,经,济,c,n,n,zg,n,j
1,16,国,实,行,经,济,改,n,n,zg,n,j,v
0,17,实,行,经,济,改,革,n,zg,n,j,v,vn
1,18,行,经,济,改,革,，,zg,n,j,v,vn,x
0,19,经,济,改,革,，,转,n,j,v,vn,x,v
1,20,济,改,革,，,转,向,j,v,vn,x,v,p
1,21,改,革,，,转,向,社,v,vn,x,v,p,n
0,22,革,，,转,向,社,会,vn,x,v,p,n,v
1,23,，,转,向,社,会,主,x,v,p,n,v,b
0,24,转,向,社,会,主,义,v,p,n,v,b,ng
0,25,向,社,会,主,义,市,p,n,v,b,ng,n
0,26,社,会,主,义,市,场,n,v,b,ng,n,q
1,27,会,主,义,市,场,经,v,b,ng,n,q,n
0,28,主,义,市,场,经,济,b,ng,n,q,n,j
0,29,义,市,场,经,济,并,ng,n,q,n,j,c
0,30,市,场,经,济,并,成,n,q,n,j,c,n
1,31,场,经,济,并,成,功,q,n,j,c,n,n
1,32,经,济,并,成,功,的,n,j,c,n,n,uj
0,33,济,并,成,功,的,实,j,c,n,n,uj,n
0,34,并,成,功,的,实,现,c,n,n,uj,n,tg
1,35,成,功,的,实,现,了,n,n,uj,n,tg,ul
0,36,功,的,实,现,了,经,n,uj,n,tg,ul,n
1,37,的,实,现,了,经,济,uj,n,tg,ul,n,j
1,38,实,现,了,经,济,快,n,tg,ul,n,j,a
0,39,现,了,经,济,快,速,tg,ul,n,j,a,ng
1,40,了,经,济,快,速,发,ul,n,j,a,ng,v
0,41,经,济,快,速,发,展,n,j,a,ng,v,v
1,42,济,快,速,发,展,。,j,a,ng,v,v,x
0,43,快,速,发,展,。,/s,a,ng,v,v,x,NAN
1,44,速,发,展,。,/s,/s,ng,v,v,x,NAN,NAN
1,0,/s,/s,/s,中,国,古,NAN,NAN,NAN,f,n,a
0,1,/s,/s,中,国,古,代,NAN,NAN,f,n,a,q
1,2,/s,中,国,古,代,以,NAN,f,n,a,q,p
0,3,中,国,古,代,以,中,f,n,a,q,p,f
1,4,国,古,代,以,中,原,n,a,q,p,f,n
1,5,古,代,以,中,原,为,a,q,p,f,n,p
0,6,代,以,中,原,为,文,q,p,f,n,p,n
1,7,以,中,原,为,文,明,p,f,n,p,n,a
1,8,中,原,为,文,明,世,f,n,p,n,a,n
0,9,原,为,文,明,世,界,n,p,n,a,n,n
1,10,为,文,明,世,界,的,p,n,a,n,n,uj
0,11,文,明,世,界,的,中,n,a,n,n,uj,f
0,12,明,世,界,的,中,心,a,n,n,uj,f,n
1,13,世,界,的,中,心,，,n,n,uj,f,n,x
0,14,界,的,中,心,，,视,n,uj,f,n,x,vg
1,15,的,中,心,，,视,周,uj,f,n,x,vg,nr
1,16,中,心,，,视,周,边,f,n,x,vg,nr,d
1,17,心,，,视,周,边,地,n,x,vg,nr,d,uv
0,18,，,视,周,边,地,区,x,vg,nr,d,uv,n
0,19,视,周,边,地,区,为,vg,nr,d,uv,n,p
0,20,周,边,地,区,为,化,nr,d,uv,n,p,n
1,21,边,地,区,为,化,外,d,uv,n,p,n,f
0,22,地,区,为,化,外,之,uv,n,p,n,f,u
0,23,区,为,化,外,之,地,n,p,n,f,u,uv
1,24,为,化,外,之,地,，,p,n,f,u,uv,x
0,25,化,外,之,地,，,称,n,f,u,uv,x,v
1,26,外,之,地,，,称,之,f,u,uv,x,v,u
1,27,之,地,，,称,之,为,u,uv,x,v,u,p
0,28,地,，,称,之,为,东,uv,x,v,u,p,ns
0,29,，,称,之,为,东,夷,x,v,u,p,ns,ng
1,30,称,之,为,东,夷,、,v,u,p,ns,ng,x
0,31,之,为,东,夷,、,南,u,p,ns,ng,x,ns
1,32,为,东,夷,、,南,蛮,p,ns,ng,x,ns,d
1,33,东,夷,、,南,蛮,、,ns,ng,x,ns,d,x
0,34,夷,、,南,蛮,、,西,ng,x,ns,d,x,f
1,35,、,南,蛮,、,西,戎,x,ns,d,x,f,nr
1,36,南,蛮,、,西,戎,和,ns,d,x,f,nr,c
0,37,蛮,、,西,戎,和,北,d,x,f,nr,c,ns
1,38,、,西,戎,和,北,狄,x,f,nr,c,ns,zg
1,39,西,戎,和,北,狄,。,f,nr,c,ns,zg,x
0,40,戎,和,北,狄,。,/s,nr,c,ns,zg,x,NAN
1,41,和,北,狄,。,/s,/s,c,ns,zg,x,NAN,NAN
1,0,/s,/s,/s,但,战,国,NAN,NAN,NAN,c,n,n
1,1,/s,/s,但,战,国,思,NAN,NAN,c,n,n,n
0,2,/s,但,战,国,思,想,NAN,c,n,n,n,v
1,3,但,战,国,思,想,家,c,n,n,n,v,q
0,4,战,国,思,想,家,惠,n,n,n,v,q,nr
0,5,国,思,想,家,惠,施,n,n,v,q,nr,nr
1,6,思,想,家,惠,施,则,n,v,q,nr,nr,d
0,7,想,家,惠,施,则,认,v,q,nr,nr,d,v
1,8,家,惠,施,则,认,为,q,nr,nr,d,v,p
1,9,惠,施,则,认,为,空,nr,nr,d,v,p,n
0,10,施,则,认,为,空,间,nr,d,v,p,n,f
1,11,则,认,为,空,间,无,d,v,p,n,f,v
0,12,认,为,空,间,无,边,v,p,n,f,v,d
1,13,为,空,间,无,边,无,p,n,f,v,d,v
0,14,空,间,无,边,无,际,n,f,v,d,v,ng
0,15,间,无,边,无,际,，,f,v,d,v,ng,x
0,16,无,边,无,际,，,所,v,d,v,ng,x,c
1,17,边,无,际,，,所,以,d,v,ng,x,c,p
1,18,无,际,，,所,以,说,v,ng,x,c,p,v
0,19,际,，,所,以,说,到,ng,x,c,p,v,v
1,20,，,所,以,说,到,处,x,c,p,v,v,n
1,21,所,以,说,到,处,都,c,p,v,v,n,d
0,22,以,说,到,处,都,可,p,v,v,n,d,v
1,23,说,到,处,都,可,以,v,v,n,d,v,p
1,24,到,处,都,可,以,成,v,n,d,v,p,n
0,25,处,都,可,以,成,为,n,d,v,p,n,p
1,26,都,可,以,成,为,中,d,v,p,n,p,f
0,27,可,以,成,为,中,心,v,p,n,p,f,n
1,28,以,成,为,中,心,。,p,n,p,f,n,x
0,29,成,为,中,心,。,/s,n,p,f,n,x,NAN
1,30,为,中,心,。,/s,/s,p,f,n,x,NAN,NAN
1,0,/s,/s,/s,在,中,国,NAN,NAN,NAN,p,f,n
1,1,/s,/s,在,中,国,周,NAN,NAN,p,f,n,nr
0,2,/s,在,中,国,周,围,NAN,p,f,n,nr,v
1,3,在,中,国,周,围,存,p,f,n,nr,v,v
0,4,中,国,周,围,存,在,f,n,nr,v,v,p
1,5,国,周,围,存,在,着,n,nr,v,v,p,uz
