Label,No,B2,B1,F1,F2,POSB2,POSB1,POSF1,POSF2
0,25,些,企,业,改,q,n,n,v
1,26,企,业,改,制,n,n,v,n
0,27,业,改,制,，,n,v,n,x
1,28,改,制,，,企,v,n,x,n
1,29,制,，,企,图,n,x,n,n
0,30,，,企,图,一,x,n,n,m
1,31,企,图,一,改,n,n,m,v
0,32,图,一,改,了,n,m,v,ul
1,33,一,改,了,之,m,v,ul,u
1,34,改,了,之,。,v,ul,u,x
1,35,了,之,。,/s,ul,u,x,NAN
1,0,/s,/s,在,此,NAN,NAN,p,zg
1,1,/s,在,此,，,NAN,p,zg,x
1,2,在,此,，,我,p,zg,x,r
1,3,此,，,我,认,zg,x,r,v
1,4,，,我,认,为,x,r,v,p
0,5,我,认,为,有,r,v,p,v
1,6,认,为,有,必,v,p,v,d
1,7,为,有,必,要,p,v,d,v
0,8,有,必,要,大,v,d,v,a
1,9,必,要,大,声,d,v,a,n
0,10,要,大,声,疾,v,a,n,n
0,11,大,声,疾,呼,a,n,n,zg
0,12,声,疾,呼,：,n,n,zg,x
1,13,疾,呼,：,绝,n,zg,x,d
1,14,呼,：,绝,不,zg,x,d,d
0,15,：,绝,不,能,x,d,d,v
1,16,绝,不,能,让,d,d,v,v
1,17,不,能,让,那,d,v,v,r
1,18,能,让,那,些,v,v,r,q
0,19,让,那,些,有,v,r,q,v
1,20,那,些,有,严,r,q,v,a
1,21,些,有,严,重,q,v,a,a
0,22,有,严,重,经,v,a,a,n
1,23,严,重,经,济,a,a,n,j
0,24,重,经,济,问,a,n,j,n
1,25,经,济,问,题,n,j,n,n
0,26,济,问,题,的,j,n,n,uj
0,27,问,题,的,人,n,n,uj,n
1,28,题,的,人,在,n,uj,n,p
1,29,的,人,在,企,uj,n,p,n
1,30,人,在,企,业,n,p,n,n
0,31,在,企,业,改,p,n,n,v
1,32,企,业,改,制,n,n,v,n
0,33,业,改,制,中,n,v,n,f
1,34,改,制,中,轻,v,n,f,a
1,35,制,中,轻,松,n,f,a,v
0,36,中,轻,松,愉,f,a,v,zg
0,37,轻,松,愉,快,a,v,zg,a
0,38,松,愉,快,地,v,zg,a,uv
0,39,愉,快,地,溜,zg,a,uv,v
1,40,快,地,溜,走,a,uv,v,v
0,41,地,溜,走,！,uv,v,v,x
1,42,溜,走,！,/s,v,v,x,NAN
1,0,/s,/s,要,始,NAN,NAN,v,d
1,1,/s,要,始,终,NAN,v,d,d
0,2,要,始,终,坚,v,d,d,v
1,3,始,终,坚,持,d,d,v,v
0,4,终,坚,持,一,d,v,v,m
1,5,坚,持,一,手,v,v,m,n
0,6,持,一,手,抓,v,m,n,v
1,7,一,手,抓,改,m,n,v,v
1,8,手,抓,改,制,n,v,v,n
0,9,抓,改,制,，,v,v,n,x
1,10,改,制,，,一,v,n,x,m
1,11,制,，,一,手,n,x,m,n
0,12,，,一,手,抓,x,m,n,v
1,13,一,手,抓,反,m,n,v,zg
1,14,手,抓,反,腐,n,v,zg,a
0,15,抓,反,腐,。,v,zg,a,x
1,16,反,腐,。,/s,zg,a,x,NAN
1,0,/s,/s,在,积,NAN,NAN,p,v
1,1,/s,在,积,极,NAN,p,v,d
0,2,在,积,极,推,p,v,d,v
1,3,积,极,推,进,v,d,v,v
0,4,极,推,进,改,d,v,v,v
1,5,推,进,改,制,v,v,v,n
0,6,进,改,制,的,v,v,n,uj
0,7,改,制,的,同,v,n,uj,p
1,8,制,的,同,时,n,uj,p,n
0,9,的,同,时,，,uj,p,n,x
1,10,同,时,，,严,p,n,x,a
1,11,时,，,严,格,n,x,a,n
0,12,，,严,格,按,x,a,n,p
1,13,严,格,按,照,a,n,p,n
0,14,格,按,照,法,n,p,n,j
1,15,按,照,法,定,p,n,j,v
0,16,照,法,定,程,n,j,v,n
0,17,法,定,程,序,j,v,n,n
0,18,定,程,序,，,v,n,n,x
1,19,程,序,，,由,n,n,x,p
1,20,序,，,由,有,n,x,p,v
1,21,，,由,有,资,x,p,v,n
1,22,由,有,资,格,p,v,n,n
0,23,有,资,格,的,v,n,n,uj
0,24,资,格,的,中,n,n,uj,f
1,25,格,的,中,介,n,uj,f,nr
0,26,的,中,介,机,uj,f,nr,n
0,27,中,介,机,构,f,nr,n,v
0,28,介,机,构,实,nr,n,v,n
1,29,机,构,实,事,n,v,n,n
0,30,构,实,事,求,v,n,n,v
0,31,实,事,求,是,n,n,v,v
0,32,事,求,是,地,n,v,v,uv
0,33,求,是,地,对,v,v,uv,p
1,34,是,地,对,企,v,uv,p,n
1,35,地,对,企,业,uv,p,n,n
0,36,对,企,业,国,p,n,n,n
1,37,企,业,国,有,n,n,n,v
0,38,业,国,有,资,n,n,v,n
0,39,国,有,资,产,n,v,n,n
0,40,有,资,产,进,v,n,n,v
1,41,资,产,进,行,n,n,v,zg
0,42,产,进,行,评,n,v,zg,v
1,43,进,行,评,估,v,zg,v,n
0,44,行,评,估,，,zg,v,n,x
1,45,评,估,，,并,v,n,x,c
1,46,估,，,并,对,n,x,c,p
1,47,，,并,对,企,x,c,p,n
1,48,并,对,企,业,c,p,n,n
0,49,对,企,业,的,p,n,n,uj
0,50,企,业,的,经,n,n,uj,n
1,51,业,的,经,营,n,uj,n,n
0,52,的,经,营,状,uj,n,n,ng
1,53,经,营,状,况,n,n,ng,c
0,54,营,状,况,、,n,ng,c,x
1,55,状,况,、,财,ng,c,x,n
1,56,况,、,财,务,c,x,n,d
0,57,、,财,务,状,x,n,d,ng
0,58,财,务,状,况,n,d,ng,c
0,59,务,状,况,进,d,ng,c,v
1,60,状,况,进,行,ng,c,v,zg
0,61,况,进,行,严,c,v,zg,a
1,62,进,行,严,格,v,zg,a,n
0,63,行,严,格,的,zg,a,n,uj
0,64,严,格,的,审,a,n,uj,v
1,65,格,的,审,计,n,uj,v,n
0,66,的,审,计,，,uj,v,n,x
1,67,审,计,，,发,v,n,x,v
1,68,计,，,发,现,n,x,v,tg
0,69,，,发,现,问,x,v,tg,n
1,70,发,现,问,题,v,tg,n,n
0,71,现,问,题,要,tg,n,n,v
1,72,问,题,要,弄,n,n,v,v
1,73,题,要,弄,清,n,v,v,t
0,74,要,弄,清,是,v,v,t,v
1,75,弄,清,是,非,v,t,v,h
0,76,清,是,非,，,t,v,h,x
1,77,是,非,，,严,v,h,x,a
1,78,非,，,严,肃,h,x,a,nr
0,79,，,严,肃,处,x,a,nr,n
0,80,严,肃,处,理,a,nr,n,n
0,81,肃,处,理,。,nr,n,n,x
1,82,处,理,。,/s,n,n,x,NAN
1,0,/s,/s,绝,不,NAN,NAN,d,d
0,1,/s,绝,不,能,NAN,d,d,v
1,2,绝,不,能,在,d,d,v,p
1,3,不,能,在,改,d,v,p,v
1,4,能,在,改,制,v,p,v,n
0,5,在,改,制,中,p,v,n,f
1,6,改,制,中,包,v,n,f,v
1,7,制,中,包,裹,n,f,v,v
0,8,中,包,裹,问,f,v,v,n
1,9,包,裹,问,题,v,v,n,n
0,10,裹,问,题,，,v,n,n,x
1,11,问,题,，,一,n,n,x,m
1,12,题,，,一,股,n,x,m,q
0,13,，,一,股,了,x,m,q,ul
1,14,一,股,了,之,m,q,ul,u
1,15,股,了,之,，,q,ul,u,x
1,16,了,之,，,一,ul,u,x,m
1,17,之,，,一,破,u,x,m,v
0,18,，,一,破,了,x,m,v,ul
1,19,一,破,了,之,m,v,ul,u
1,20,破,了,之,，,v,ul,u,x
1,21,了,之,，,一,ul,u,x,m
1,22,之,，,一,并,u,x,m,c
0,23,，,一,并,了,x,m,c,ul
1,24,一,并,了,之,m,c,ul,u
1,25,并,了,之,。,c,ul,u,x
1,26,了,之,。,/s,ul,u,x,NAN
1,0,/s,/s,禁,毒,NAN,NAN,v,zg
0,1,/s,禁,毒,—,NAN,v,zg,x
1,2,禁,毒,—,—,v,zg,x,x
1,3,毒,—,—,切,zg,x,x,v
1,4,—,—,切,不,x,x,v,d
0,5,—,切,不,可,x,v,d,v
1,6,切,不,可,放,v,d,v,v
1,7,不,可,放,松,d,v,v,v
0,8,可,放,松,近,v,v,v,a
1,9,放,松,近,年,v,v,a,m
0,10,松,近,年,来,v,a,m,v
0,11,近,年,来,，,a,m,v,x
1,12,年,来,，,全,m,v,x,a
1,13,来,，,全,国,v,x,a,n
0,14,，,全,国,各,x,a,n,r
1,15,全,国,各,地,a,n,r,uv
0,16,国,各,地,开,n,r,uv,v
1,17,各,地,开,展,r,uv,v,v
0,18,地,开,展,的,uv,v,v,uj
0,19,开,展,的,禁,v,v,uj,v
1,20,展,的,禁,毒,v,uj,v,zg
0,21,的,禁,毒,斗,uj,v,zg,vn
1,22,禁,毒,斗,争,v,zg,vn,v
0,23,毒,斗,争,，,zg,vn,v,x
1,24,斗,争,，,取,vn,v,x,v
1,25,争,，,取,得,v,x,v,ud
0,26,，,取,得,了,x,v,ud,ul
1,27,取,得,了,显,v,ud,ul,v
1,28,得,了,显,著,ud,ul,v,n
0,29,了,显,著,成,ul,v,n,n
1,30,显,著,成,效,v,n,n,n
0,31,著,成,效,。,n,n,n,x
1,32,成,效,。,/s,n,n,x,NAN
1,0,/s,/s,现,在,NAN,NAN,tg,p
0,1,/s,现,在,，,NAN,tg,p,x
1,2,现,在,，,人,tg,p,x,n
1,3,在,，,人,们,p,x,n,k
0,4,，,人,们,关,x,n,k,v
1,5,人,们,关,心,n,k,v,n
0,6,们,关,心,的,k,v,n,uj
0,7,关,心,的,是,v,n,uj,v
1,8,心,的,是,这,n,uj,v,r
1,9,的,是,这,项,uj,v,r,n
0,10,是,这,项,工,v,r,n,n
1,11,这,项,工,作,r,n,n,v
0,12,项,工,作,能,n,n,v,v
1,13,工,作,能,否,n,v,v,zg
0,14,作,能,否,长,v,v,zg,a
1,15,能,否,长,期,v,zg,a,n
0,16,否,长,期,坚,zg,a,n,v
1,17,长,期,坚,持,a,n,v,v
0,18,期,坚,持,下,n,v,v,f
0,19,坚,持,下,去,v,v,f,v
0,20,持,下,去,，,v,f,v,x
1,21,下,去,，,巩,f,v,x,nr
1,22,去,，,巩,固,v,x,nr,j
0,23,，,巩,固,已,x,nr,j,d
1,24,巩,固,已,有,nr,j,d,v
0,25,固,已,有,的,j,d,v,uj
0,26,已,有,的,成,d,v,uj,n
1,27,有,的,成,果,v,uj,n,ng
0,28,的,成,果,，,uj,n,ng,x
1,29,成,果,，,在,n,ng,x,p
1,30,果,，,在,现,ng,x,p,tg
1,31,，,在,现,有,x,p,tg,v
0,32,在,现,有,的,p,tg,v,uj
0,33,现,有,的,条,tg,v,uj,n
1,34,有,的,条,件,v,uj,n,zg
0,35,的,条,件,下,uj,n,zg,f
1,36,条,件,下,继,n,zg,f,v
1,37,件,下,继,续,zg,f,v,v
0,38,下,继,续,扩,f,v,v,v
1,39,继,续,扩,大,v,v,v,a
0,40,续,扩,大,战,v,v,a,n
1,41,扩,大,战,果,v,a,n,ng
0,42,大,战,果,。,a,n,ng,x
1,43,战,果,。,/s,n,ng,x,NAN
1,0,/s,/s,会,后,NAN,NAN,v,f
0,1,/s,会,后,，,NAN,v,f,x
1,2,会,后,，,刘,v,f,x,zg
1,3,后,，,刘,志,f,x,zg,n
0,4,，,刘,志,祥,x,zg,n,nr
0,5,刘,志,祥,来,zg,n,nr,v
1,6,志,祥,来,到,n,nr,v,v
0,7,祥,来,到,胡,nr,v,v,nr
1,8,来,到,胡,忠,v,v,nr,nr
0,9,到,胡,忠,友,v,nr,nr,ng
0,10,胡,忠,友,家,nr,nr,ng,q
1,11,忠,友,家,认,nr,ng,q,v
1,12,友,家,认,亲,ng,q,v,v
0,13,家,认,亲,。,q,v,v,x
1,14,认,亲,。,/s,v,v,x,NAN
1,0,/s,/s,沿,着,NAN,NAN,f,uz
0,1,/s,沿,着,一,NAN,f,uz,m
1,2,沿,着,一,条,f,uz,m,n
0,3,着,一,条,羊,uz,m,n,n
1,4,一,条,羊,肠,m,n,n,n
0,5,条,羊,肠,小,n,n,n,a
0,6,羊,肠,小,道,n,n,a,q
0,7,肠,小,道,步,n,a,q,n
1,8,小,道,步,行,a,q,n,zg
0,9,道,步,行,数,q,n,zg,n
1,10,步,行,数,公,n,zg,n,n
0,11,行,数,公,里,zg,n,n,f
0,12,数,公,里,，,n,n,f,x
1,13,公,里,，,他,n,f,x,r
1,14,里,，,他,来,f,x,r,v
1,15,，,他,来,到,x,r,v,v
0,16,他,来,到,胡,r,v,v,nr
1,17,来,到,胡,忠,v,v,nr,nr
0,18,到,胡,忠,友,v,nr,nr,ng
0,19,胡,忠,友,家,nr,nr,ng,q
1,20,忠,友,家,。,nr,ng,q,x
1,21,友,家,。,/s,ng,q,x,NAN
1,0,/s,/s,只,见,NAN,NAN,d,v
0,1,/s,只,见,几,NAN,d,v,m
1,2,只,见,几,间,d,v,m,f
0,3,见,几,间,破,v,m,f,v
1,4,几,间,破,烂,m,f,v,v
0,5,间,破,烂,不,f,v,v,d
0,6,破,烂,不,堪,v,v,d,zg
1,7,烂,不,堪,的,v,d,zg,uj
0,8,不,堪,的,房,d,zg,uj,n
1,9,堪,的,房,子,zg,uj,n,ng
0,10,的,房,子,里,uj,n,ng,f
1,11,房,子,里,黑,n,ng,f,a
1,12,子,里,黑,洞,ng,f,a,n
0,13,里,黑,洞,洞,f,a,n,n
0,14,黑,洞,洞,的,a,n,n,uj
0,15,洞,洞,的,，,n,n,uj,x
1,16,洞,的,，,看,n,uj,x,v
1,17,的,，,看,不,uj,x,v,d
0,18,，,看,不,见,x,v,d,v
1,19,看,不,见,粮,v,d,v,n
1,20,不,见,粮,食,d,v,n,v
0,21,见,粮,食,和,v,n,v,c
1,22,粮,食,和,牲,n,v,c,n
1,23,食,和,牲,口,v,c,n,q
0,24,和,牲,口,，,c,n,q,x
1,25,牲,口,，,老,n,q,x,a
1,26,口,，,老,人,q,x,a,n
0,27,，,老,人,病,x,a,n,n
1,28,老,人,病,卧,a,n,n,v
0,29,人,病,卧,在,n,n,v,p
1,30,病,卧,在,床,n,v,p,n
1,31,卧,在,床,上,v,p,n,f
0,32,在,床,上,，,p,n,f,x
1,33,床,上,，,身,n,f,x,ng
1,34,上,，,身,材,f,x,ng,zg
0,35,，,身,材,瘦,x,ng,zg,a
1,36,身,材,瘦,小,ng,zg,a,a
0,37,材,瘦,小,的,zg,a,a,uj
0,38,瘦,小,的,胡,a,a,uj,nr
1,39,小,的,胡,忠,a,uj,nr,nr
0,40,的,胡,忠,友,uj,nr,nr,ng
0,41,胡,忠,友,痴,nr,nr,ng,a
1,42,忠,友,痴,呆,nr,ng,a,v
0,43,友,痴,呆,呆,ng,a,v,v
0,44,痴,呆,呆,地,a,v,v,uv
0,45,呆,呆,地,望,v,v,uv,v
1,46,呆,地,望,着,v,uv,v,uz
1,47,地,望,着,来,uv,v,uz,v
1,48,望,着,来,人,v,uz,v,n
1,49,着,来,人,。,uz,v,n,x
1,50,来,人,。,/s,v,n,x,NAN
1,0,/s,/s,看,到,NAN,NAN,v,v
0,1,/s,看,到,这,NAN,v,v,r
1,2,看,到,这,种,v,v,r,m
0,3,到,这,种,情,v,r,m,n
1,4,这,种,情,景,r,m,n,ng
0,5,种,情,景,，,m,n,ng,x
1,6,情,景,，,刘,n,ng,x,zg
1,7,景,，,刘,志,ng,x,zg,n
0,8,，,刘,志,祥,x,zg,n,nr
0,9,刘,志,祥,心,zg,n,nr,n
1,10,志,祥,心,里,n,nr,n,f
0,11,祥,心,里,很,nr,n,f,zg
1,12,心,里,很,不,n,f,zg,d
1,13,里,很,不,是,f,zg,d,v
1,14,很,不,是,滋,zg,d,v,n
1,15,不,是,滋,味,d,v,n,n
0,16,是,滋,味,，,v,n,n,x
1,17,滋,味,，,实,n,n,x,n
1,18,味,，,实,际,n,x,n,ng
0,19,，,实,际,情,x,n,ng,n
1,20,实,际,情,况,n,ng,n,c
0,21,际,情,况,比,ng,n,c,p
1,22,情,况,比,他,n,c,p,r
1,23,况,比,他,想,c,p,r,v
1,24,比,他,想,象,p,r,v,n
0,25,他,想,象,的,r,v,n,uj
0,26,想,象,的,还,v,n,uj,d
1,27,象,的,还,要,n,uj,d,v
0,28,的,还,要,难,uj,d,v,a
1,29,还,要,难,。,d,v,a,x
1,30,要,难,。,/s,v,a,x,NAN
1,0,/s,/s,卢,军,NAN,NAN,nr,n
0,1,/s,卢,军,是,NAN,nr,n,v
1,2,卢,军,是,村,nr,n,v,zg
1,3,军,是,村,里,n,v,zg,f
0,4,是,村,里,的,v,zg,f,uj
0,5,村,里,的,民,zg,f,uj,ng
1,6,里,的,民,办,f,uj,ng,v
0,7,的,民,办,教,uj,ng,v,v
0,8,民,办,教,师,ng,v,v,ng
0,9,办,教,师,，,v,v,ng,x
1,10,教,师,，,丈,v,ng,x,n
1,11,师,，,丈,夫,ng,x,n,n
0,12,，,丈,夫,在,x,n,n,p
1,13,丈,夫,在,县,n,n,p,zg
1,14,夫,在,县,属,n,p,zg,v
0,15,在,县,属,企,p,zg,v,n
1,16,县,属,企,业,zg,v,n,n
0,17,属,企,业,上,v,n,n,f
1,18,企,业,上,班,n,n,f,n
0,19,业,上,班,，,n,f,n,x
1,20,上,班,，,刘,f,n,x,zg
1,21,班,，,刘,波,n,x,zg,j
0,22,，,刘,波,主,x,zg,j,b
1,23,刘,波,主,要,zg,j,b,v
0,24,波,主,要,是,j,b,v,v
1,25,主,要,是,妈,b,v,v,n
1,26,要,是,妈,妈,v,v,n,n
0,27,是,妈,妈,带,v,n,n,v
1,28,妈,妈,带,大,n,n,v,a
0,29,妈,带,大,的,n,v,a,uj
0,30,带,大,的,。,v,a,uj,x
1,31,大,的,。,/s,a,uj,x,NAN
1,0,/s,/s,卢,军,NAN,NAN,nr,n
0,1,/s,卢,军,说,NAN,nr,n,v
1,2,卢,军,说,，,nr,n,v,x
1,3,军,说,，,爱,n,v,x,v
1,4,说,，,爱,孩,v,x,v,n
1,5,，,爱,孩,子,x,v,n,ng
0,6,爱,孩,子,是,v,n,ng,v
1,7,孩,子,是,母,n,ng,v,n
1,8,子,是,母,亲,ng,v,n,v
0,9,是,母,亲,的,v,n,v,uj
0,10,母,亲,的,天,n,v,uj,q
1,11,亲,的,天,性,v,uj,q,n
0,12,的,天,性,。,uj,q,n,x
1,13,天,性,。,/s,q,n,x,NAN
1,0,/s,/s,刘,波,NAN,NAN,zg,j
0,1,/s,刘,波,小,NAN,zg,j,a
1,2,刘,波,小,时,zg,j,a,n
0,3,波,小,时,候,j,a,n,v
0,4,小,时,候,多,a,n,v,m
1,5,时,候,多,灾,n,v,m,n
0,6,候,多,灾,多,v,m,n,m
0,7,多,灾,多,难,m,n,m,a
0,8,灾,多,难,。,n,m,a,x
1,9,多,难,。,/s,m,a,x,NAN
1,0,/s,/s,６,岁,NAN,NAN,x,m
1,1,/s,６,岁,时,NAN,x,m,n
1,2,６,岁,时,高,x,m,n,a
1,3,岁,时,高,烧,m,n,a,v
1,4,时,高,烧,成,n,a,v,n
0,5,高,烧,成,肺,a,v,n,n
1,6,烧,成,肺,炎,v,n,n,n
0,7,成,肺,炎,，,n,n,n,x
1,8,肺,炎,，,卢,n,n,x,nr
1,9,炎,，,卢,军,n,x,nr,n
0,10,，,卢,军,背,x,nr,n,v
1,11,卢,军,背,他,nr,n,v,r
1,12,军,背,他,到,n,v,r,v
1,13,背,他,到,医,v,r,v,n
1,14,他,到,医,院,r,v,n,n
0,15,到,医,院,连,v,n,n,nr
1,16,医,院,连,打,n,n,nr,v
1,17,院,连,打,了,n,nr,v,ul
1,18,连,打,了,一,nr,v,ul,m
1,19,打,了,一,个,v,ul,m,q
0,20,了,一,个,月,ul,m,q,m
0,21,一,个,月,针,m,q,m,p
1,22,个,月,针,；,q,m,p,x
1,23,月,针,；,７,m,p,x,x
1,24,针,；,７,岁,p,x,x,m
1,25,；,７,岁,时,x,x,m,n
1,26,７,岁,时,大,x,m,n,a
1,27,岁,时,大,腿,m,n,a,n
0,28,时,大,腿,骨,n,a,n,n
1,29,大,腿,骨,折,a,n,n,v
0,30,腿,骨,折,，,n,n,v,x
1,31,骨,折,，,卢,n,v,x,nr
1,32,折,，,卢,军,v,x,nr,n
0,33,，,卢,军,连,x,nr,n,nr
1,34,卢,军,连,续,nr,n,nr,v
0,35,军,连,续,两,n,nr,v,m
1,36,连,续,两,个,nr,v,m,q
0,37,续,两,个,月,v,m,q,m
1,38,两,个,月,每,m,q,m,zg
1,39,个,月,每,天,q,m,zg,q
0,40,月,每,天,背,m,zg,q,v
1,41,每,天,背,他,zg,q,v,r
1,42,天,背,他,上,q,v,r,f
1,43,背,他,上,学,v,r,f,n
0,44,他,上,学,回,r,f,n,v
1,45,上,学,回,家,f,n,v,q
0,46,学,回,家,，,n,v,q,x
1,47,回,家,，,一,v,q,x,m
1,48,家,，,一,天,q,x,m,q
0,49,，,一,天,四,x,m,q,m
1,50,一,天,四,趟,m,q,m,zg
0,51,天,四,趟,，,q,m,zg,x
1,52,四,趟,，,往,m,zg,x,zg
1,53,趟,，,往,返,zg,x,zg,v
0,54,，,往,返,四,x,zg,v,m
1,55,往,返,四,五,zg,v,m,m
0,56,返,四,五,里,v,m,m,f
0,57,四,五,里,。,m,m,f,x
1,58,五,里,。,/s,m,f,x,NAN
1,0,/s,/s,天,真,NAN,NAN,q,d
1,1,/s,天,真,的,NAN,q,d,uj
0,2,天,真,的,儿,q,d,uj,n
1,3,真,的,儿,子,d,uj,n,ng
0,4,的,儿,子,趴,uj,n,ng,zg
1,5,儿,子,趴,在,n,ng,zg,p
0,6,子,趴,在,妈,ng,zg,p,n
1,7,趴,在,妈,妈,zg,p,n,n
0,8,在,妈,妈,背,p,n,n,v
1,9,妈,妈,背,上,n,n,v,f
0,10,妈,背,上,说,n,v,f,v
1,11,背,上,说,：,v,f,v,x
1,12,上,说,：,妈,f,v,x,n
1,13,说,：,妈,，,v,x,n,x
1,14,：,妈,，,您,x,n,x,zg
1,15,妈,，,您,老,n,x,zg,a
0,16,，,您,老,了,x,zg,a,ul
1,17,您,老,了,走,zg,a,ul,v
1,18,老,了,走,不,a,ul,v,d
0,19,了,走,不,动,ul,v,d,v
1,20,走,不,动,的,v,d,v,uj
0,21,不,动,的,时,d,v,uj,n
1,22,动,的,时,候,v,uj,n,v
0,23,的,时,候,，,uj,n,v,x
1,24,时,候,，,我,n,v,x,r
1,25,候,，,我,也,v,x,r,d
1,26,，,我,也,背,x,r,d,v
1,27,我,也,背,您,r,d,v,zg
1,28,也,背,您,。,d,v,zg,x
1,29,背,您,。,/s,v,zg,x,NAN
1,0,/s,/s,刘,波,NAN,NAN,zg,j
0,1,/s,刘,波,读,NAN,zg,j,v
0,2,刘,波,读,初,zg,j,v,f
1,3,波,读,初,中,j,v,f,f
0,4,读,初,中,时,v,f,f,n
1,5,初,中,时,，,f,f,n,x
1,6,中,时,，,阑,f,n,x,ng
1,7,时,，,阑,尾,n,x,ng,n
0,8,，,阑,尾,炎,x,ng,n,n
0,9,阑,尾,炎,急,ng,n,n,v
1,10,尾,炎,急,性,n,n,v,n
0,11,炎,急,性,发,n,v,n,v
1,12,急,性,发,作,v,n,v,v
0,13,性,发,作,，,n,v,v,x
1,14,发,作,，,妈,v,v,x,n
1,15,作,，,妈,妈,v,x,n,n
0,16,，,妈,妈,陪,x,n,n,v
1,17,妈,妈,陪,床,n,n,v,n
0,18,妈,陪,床,半,n,v,n,m
1,19,陪,床,半,个,v,n,m,q
0,20,床,半,个,月,n,m,q,m
1,21,半,个,月,，,m,q,m,x
1,22,个,月,，,三,q,m,x,m
1,23,月,，,三,个,m,x,m,q
0,24,，,三,个,日,x,m,q,m
1,25,三,个,日,夜,m,q,m,t
0,26,个,日,夜,没,q,m,t,v
1,27,日,夜,没,合,m,t,v,v
1,28,夜,没,合,眼,t,v,v,n
0,29,没,合,眼,。,v,v,n,x
1,30,合,眼,。,/s,v,n,x,NAN
1,0,/s,/s,卢,军,NAN,NAN,nr,n
0,1,/s,卢,军,认,NAN,nr,n,v
1,2,卢,军,认,为,nr,n,v,p
0,3,军,认,为,，,n,v,p,x
1,4,认,为,，,爱,v,p,x,v
1,5,为,，,爱,孩,p,x,v,n
1,6,，,爱,孩,子,x,v,n,ng
0,7,爱,孩,子,，,v,n,ng,x
1,8,孩,子,，,一,n,ng,x,m
1,9,子,，,一,定,ng,x,m,v
0,10,，,一,定,要,x,m,v,v
1,11,一,定,要,注,m,v,v,v
1,12,定,要,注,意,v,v,v,n
0,13,要,注,意,培,v,v,n,v
1,14,注,意,培,养,v,n,v,v
0,15,意,培,养,孩,n,v,v,n
1,16,培,养,孩,子,v,v,n,ng
0,17,养,孩,子,的,v,n,ng,uj
0,18,孩,子,的,上,n,ng,uj,f
1,19,子,的,上,进,ng,uj,f,v
0,20,的,上,进,心,uj,f,v,n
0,21,上,进,心,。,f,v,n,x
1,22,进,心,。,/s,v,n,x,NAN
1,0,/s,/s,对,孩,NAN,NAN,p,n
1,1,/s,对,孩,子,NAN,p,n,ng
0,2,对,孩,子,的,p,n,ng,uj
0,3,孩,子,的,长,n,ng,uj,a
1,4,子,的,长,处,ng,uj,a,n
0,5,的,长,处,要,uj,a,n,v
1,6,长,处,要,肯,a,n,v,v
1,7,处,要,肯,定,n,v,v,v
0,8,要,肯,定,、,v,v,v,x
1,9,肯,定,、,鼓,v,v,x,v
1,10,定,、,鼓,励,v,x,v,nr
0,11,、,鼓,励,，,x,v,nr,x
1,12,鼓,励,，,但,v,nr,x,c
1,13,励,，,但,要,nr,x,c,v
1,14,，,但,要,防,x,c,v,v
1,15,但,要,防,止,c,v,v,zg
0,16,要,防,止,骄,v,v,zg,a
1,17,防,止,骄,傲,v,zg,a,a
0,18,止,骄,傲,自,zg,a,a,p
0,19,骄,傲,自,满,a,a,p,a
0,20,傲,自,满,。,a,p,a,x
1,21,自,满,。,/s,p,a,x,NAN
1,0,/s,/s,刘,波,NAN,NAN,zg,j
0,1,/s,刘,波,幼,NAN,zg,j,n
1,2,刘,波,幼,年,zg,j,n,m
0,3,波,幼,年,聪,j,n,m,a
1,4,幼,年,聪,明,n,m,a,a
0,5,年,聪,明,过,m,a,a,ug
1,6,聪,明,过,人,a,a,ug,n
1,7,明,过,人,，,a,ug,n,x
1,8,过,人,，,一,ug,n,x,m
1,9,人,，,一,百,n,x,m,n
0,10,，,一,百,多,x,m,n,m
0,11,一,百,多,担,m,n,m,v
1,12,百,多,担,桔,n,m,v,nr
1,13,多,担,桔,子,m,v,nr,ng
0,14,担,桔,子,的,v,nr,ng,uj
0,15,桔,子,的,卖,nr,ng,uj,v
1,16,子,的,卖,价,ng,uj,v,n
0,17,的,卖,价,，,uj,v,n,x
1,18,卖,价,，,他,v,n,x,r
1,19,价,，,他,用,n,x,r,p
1,20,，,他,用,心,x,r,p,n
0,21,他,用,心,算,r,p,n,v
1,22,用,心,算,，,p,n,v,x
1,23,心,算,，,不,n,v,x,d
1,24,算,，,不,仅,v,x,d,d
1,25,，,不,仅,结,x,d,d,n
1,26,不,仅,结,果,d,d,n,ng
0,27,仅,结,果,正,d,n,ng,d
1,28,结,果,正,确,n,ng,d,d
0,29,果,正,确,，,ng,d,d,x
1,30,正,确,，,而,d,d,x,c
1,31,确,，,而,且,d,x,c,zg
0,32,，,而,且,速,x,c,zg,ng
1,33,而,且,速,度,c,zg,ng,zg
0,34,且,速,度,比,zg,ng,zg,p
1,35,速,度,比,计,ng,zg,p,n
1,36,度,比,计,算,zg,p,n,v
0,37,比,计,算,器,p,n,v,n
0,38,计,算,器,还,n,v,n,d
1,39,算,器,还,快,v,n,d,a
1,40,器,还,快,。,n,d,a,x
1,41,还,快,。,/s,d,a,x,NAN
1,0,/s,/s,卢,军,NAN,NAN,nr,n
0,1,/s,卢,军,充,NAN,nr,n,v
1,2,卢,军,充,分,nr,n,v,v
